time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_input_reshape.count,time_stats.attn_mla_kv_cache_save.min,time_stats.attn_mla_kv_cache_save.max,time_stats.attn_mla_kv_cache_save.mean,time_stats.attn_mla_kv_cache_save.median,time_stats.attn_mla_kv_cache_save.std,time_stats.attn_mla_kv_cache_save.count,time_stats.attn_mla_prefill_kv_up_proj.min,time_stats.attn_mla_prefill_kv_up_proj.max,time_stats.attn_mla_prefill_kv_up_proj.mean,time_stats.attn_mla_prefill_kv_up_proj.median,time_stats.attn_mla_prefill_kv_up_proj.std,time_stats.attn_mla_prefill_kv_up_proj.count,time_stats.attn_mla_prefill.min,time_stats.attn_mla_prefill.max,time_stats.attn_mla_prefill.mean,time_stats.attn_mla_prefill.median,time_stats.attn_mla_prefill.std,time_stats.attn_mla_prefill.count,time_stats.attn_mla_decode_q_latent_proj.min,time_stats.attn_mla_decode_q_latent_proj.max,time_stats.attn_mla_decode_q_latent_proj.mean,time_stats.attn_mla_decode_q_latent_proj.median,time_stats.attn_mla_decode_q_latent_proj.std,time_stats.attn_mla_decode_q_latent_proj.count,time_stats.attn_mla_decode.min,time_stats.attn_mla_decode.max,time_stats.attn_mla_decode.mean,time_stats.attn_mla_decode.median,time_stats.attn_mla_decode.std,time_stats.attn_mla_decode.count,time_stats.attn_mla_v_up_proj.min,time_stats.attn_mla_v_up_proj.max,time_stats.attn_mla_v_up_proj.mean,time_stats.attn_mla_v_up_proj.median,time_stats.attn_mla_v_up_proj.std,time_stats.attn_mla_v_up_proj.count,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,time_stats.attn_output_reshape.count,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,is_mixed_batch,mode,seq_lens,total_tokens,max_seq_len,min_seq_len,avg_seq_len,equal_seq_len,seq_len_variance,seq_len_std,seq_len_cv,head_size,qk_nope_head_dim,qk_rope_head_dim,qk_head_dim,kv_lora_rank,v_head_dim,batch_num_tokens,batch_num_prefill_tokens,batch_num_decode_tokens,max_seqlen_q,max_seqlen_k,num_actual_tokens,is_chunked_prefill_sample,chunk_start_token,chunk_end_token,total_prefill_tokens,profiling_precision,measurement_type,model_arch,model_architecture_profile,quant_signature,is_mla_profile_import,is_true_mixed_batch,prefill_seq_lens,prefill_kv_cache_sizes,decode_kv_cache_sizes,num_prefill_seqs,num_decode_seqs,decode_batch_size,total_batch_size,total_decode_tokens,decode_avg_kv_cache_size,batch_composition_ratio
0.007199999876320362,0.018640000373125076,0.010360000096261502,0.0081599997356534,0.004228815610171988,5,0.035280000418424606,0.08104000240564346,0.046296000480651855,0.03776000067591667,0.01751330745885269,5,0.11484099924564362,0.15768000483512878,0.13126479983329772,0.12112099677324295,0.016802022636891276,5,0.14180000126361847,0.17372100055217743,0.15323220193386078,0.14268000423908234,0.01377011752367463,5,0.004399999976158142,0.0083600003272295,0.006503999978303909,0.006039999891072512,0.0015310336778423187,5,0.005280000157654285,0.007360000163316727,0.006184000056236982,0.006039999891072512,0.0008377493948904458,5,0.004399999976158142,0.006800000090152025,0.005608000047504902,0.005520000122487545,0.0008445211943961686,5,0.00559999980032444,0.008320000022649765,0.006943999975919724,0.007000000216066837,0.0009799919158633842,5,7168,128,1,16,8,9216,1,128,0,True,TORCH_SDPA_MLA,False,even,[128],128,128,128.0,128.0,128.0,0.0,0.0,0.0,576,128,64,192,512,128,128,128,0,128,128,128,False,0,128,128,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128,False,False,,,,,,,,,,
0.004399999976158142,0.00800000037997961,0.006711999978870153,0.007319999858736992,0.0012868318260417081,5,0.03736000135540962,0.07816100120544434,0.04728820100426674,0.04016000032424927,0.015544592846278524,5,0.14320099353790283,0.1886799931526184,0.15388819575309753,0.14579999446868896,0.017501280760533294,5,0.14156000316143036,0.17656099796295166,0.15382460057735442,0.14844100177288055,0.0132447841221352,5,0.005760000087320805,0.007000000216066837,0.006304000131785869,0.006200000178068876,0.00041073597233966795,5,0.00443999981507659,0.0075599998235702515,0.005943999905139208,0.005679999943822622,0.0011109923831333572,5,0.005640000104904175,0.007000000216066837,0.0061680001206696035,0.005960000213235617,0.0004947080537199937,5,0.004399999976158142,0.00812000036239624,0.006752000097185374,0.007079999893903732,0.0012471793162982423,5,7168,128,1,16,8,9216,1,384,0,True,TORCH_SDPA_MLA,False,even,[384],384,384,384.0,384.0,384.0,0.0,0.0,0.0,576,128,64,192,512,128,384,384,0,384,384,384,False,0,384,384,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128,False,False,,,,,,,,,,
0.004399999976158142,0.00788000039756298,0.005656000040471554,0.005119999870657921,0.0012896140175647996,5,0.021479999646544456,0.06859999895095825,0.03924799971282482,0.03996000066399574,0.016484900061412157,5,0.16512100398540497,0.20896099507808685,0.17553659975528718,0.16791999340057373,0.016756144932772294,5,0.1820400059223175,0.1950799971818924,0.18719240128993989,0.18592099845409393,0.004586570855161013,5,0.00443999981507659,0.006599999964237213,0.004927999898791313,0.004559999797493219,0.0008372908994814746,5,0.004519999958574772,0.004679999779909849,0.004599999915808439,0.004600000102072954,5.656851225467499e-05,5,0.00443999981507659,0.004559999797493219,0.004511999897658825,0.004519999958574772,3.9191849152437796e-05,5,0.004480000119656324,0.004639999940991402,0.00457600001245737,0.004600000102072954,6.499226332255945e-05,5,7168,128,1,16,8,9216,1,640,0,True,TORCH_SDPA_MLA,False,even,[640],640,640,640.0,640.0,640.0,0.0,0.0,0.0,576,128,64,192,512,128,640,640,0,640,640,640,False,0,640,640,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128,False,False,,,,,,,,,,
0.004399999976158142,0.005679999943822622,0.004775999952107668,0.004600000102072954,0.00045928639952953396,5,0.020679999142885208,0.06612099707126617,0.029912199079990386,0.020959999412298203,0.018105008784617915,5,0.12188000231981277,0.23960000276565552,0.15452040135860443,0.13836100697517395,0.04359056238765481,5,0.24612100422382355,0.2614409923553467,0.25258459746837614,0.25091999769210815,0.005866289782029892,5,0.00443999981507659,0.004639999940991402,0.0045599999837577345,0.004600000102072954,8.390472515866558e-05,5,0.004480000119656324,0.005200000014156103,0.0046559999696910385,0.004519999958574772,0.000273173949965766,5,0.004480000119656324,0.004679999779909849,0.0045599999837577345,0.004559999797493219,7.589455455341117e-05,5,0.004519999958574772,0.007360000163316727,0.005095999967306852,0.004519999958574772,0.0011321060992460965,5,7168,128,1,16,8,9216,1,896,0,True,TORCH_SDPA_MLA,False,even,[896],896,896,896.0,896.0,896.0,0.0,0.0,0.0,576,128,64,192,512,128,896,896,0,896,896,896,False,0,896,896,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128,False,False,,,,,,,,,,
0.007079999893903732,0.00827999971807003,0.007615999970585108,0.007360000163316727,0.0005182122477510363,5,0.03764000162482262,0.0891600027680397,0.04862400144338608,0.03888000175356865,0.02027979711956755,5,0.11903999745845795,0.16315999627113342,0.1358163982629776,0.12464000284671783,0.01812973484510856,5,0.14448000490665436,0.20308099687099457,0.15934440195560456,0.14788100123405457,0.022245187776296627,5,0.005439999978989363,0.010759999975562096,0.007087999954819679,0.006039999891072512,0.0019396329489910949,5,0.005640000104904175,0.01140000019222498,0.007727999985218048,0.006639999803155661,0.0022149166757611336,5,0.004679999779909849,0.006440000142902136,0.005471999943256378,0.005319999996572733,0.0005804275443372618,5,0.005919999908655882,0.00788000039756298,0.006816000025719404,0.006639999803155661,0.0006372944731902169,5,7168,128,1,16,8,9216,1,160,0,True,TORCH_SDPA_MLA,False,even,[160],160,160,160.0,160.0,160.0,0.0,0.0,0.0,576,128,64,192,512,128,160,160,0,160,160,160,False,0,160,160,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128,False,False,,,,,,,,,,
0.004360000137239695,0.004519999958574772,0.004464000090956688,0.004480000119656324,5.4258599874208434e-05,5,0.02435999922454357,0.14072099328041077,0.04792819879949093,0.024960000067949295,0.046397075738118576,5,0.04811999946832657,0.2713199853897095,0.09496819749474525,0.04840100184082985,0.08827073491523237,5,0.3667210042476654,0.40936198830604553,0.38275299668312074,0.3763209879398346,0.016227418097336715,5,0.004441000055521727,0.004600000102072954,0.004520200006663799,0.004519999958574772,5.028082645687259e-05,5,0.004480000119656324,0.004600000102072954,0.004535999987274409,0.004519999958574772,4.079213795521706e-05,5,0.004480000119656324,0.004679999779909849,0.0045519999228417875,0.004559999797493219,7.332107843698469e-05,5,0.004480000119656324,0.005119999870657921,0.0046479999087750915,0.004559999797493219,0.00023785706614850465,5,7168,128,1,16,8,9216,1,1280,0,True,TORCH_SDPA_MLA,False,even,[1280],1280,1280,1280.0,1280.0,1280.0,0.0,0.0,0.0,576,128,64,192,512,128,1280,1280,0,1280,1280,1280,False,0,1280,1280,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128,False,False,,,,,,,,,,
0.004519999958574772,0.008200000040233135,0.007231999933719635,0.007799999788403511,0.001364322537738219,5,0.039159998297691345,0.0724399983882904,0.04664799943566322,0.039719998836517334,0.012945433300996503,5,0.14528100192546844,0.1871200054883957,0.15645659863948821,0.1499210000038147,0.015504471005601678,5,0.14295999705791473,0.1801609992980957,0.15728840231895447,0.14980000257492065,0.013858789828030824,5,0.005880000069737434,0.007079999893903732,0.006312000006437302,0.006240000016987324,0.0004198284749121901,5,0.005840000230818987,0.006519999820739031,0.006096000038087368,0.006039999891072512,0.00025873524256290526,5,0.005439999978989363,0.007199999876320362,0.005919999908655882,0.00571999978274107,0.0006523802453711244,5,0.006039999891072512,0.008840000256896019,0.007455999962985516,0.007439999841153622,0.0008914169676373398,5,7168,128,1,16,8,9216,1,416,0,True,TORCH_SDPA_MLA,False,even,[416],416,416,416.0,416.0,416.0,0.0,0.0,0.0,576,128,64,192,512,128,416,416,0,416,416,416,False,0,416,416,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128,False,False,,,,,,,,,,
0.004480000119656324,0.005200000014156103,0.004671999998390674,0.004559999797493219,0.000267013112882932,5,0.020640000700950623,0.07367999851703644,0.03714400008320808,0.028440000489354134,0.019876153474311428,5,0.15955999493598938,0.2109210044145584,0.17776859998703004,0.17280100286006927,0.017349822043403393,5,0.19280099868774414,0.219760000705719,0.2014721989631653,0.19815999269485474,0.009420759949973956,5,0.004521000199019909,0.004600000102072954,0.0045681999996304515,0.004559999797493219,2.961351326190542e-05,5,0.004480000119656324,0.004559999797493219,0.004496000055223703,0.004480000119656324,3.1999871134757994e-05,5,0.004519999958574772,0.0047599999234080315,0.004607999976724386,0.004600000102072954,8.158431243966555e-05,5,0.004480000119656324,0.004600000102072954,0.004528000019490719,0.004519999958574772,4.6647571055609506e-05,5,7168,128,1,16,8,9216,1,672,0,True,TORCH_SDPA_MLA,False,even,[672],672,672,672.0,672.0,672.0,0.0,0.0,0.0,576,128,64,192,512,128,672,672,0,672,672,672,False,0,672,672,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128,False,False,,,,,,,,,,
0.004480000119656324,0.004519999958574772,0.004496000055223703,0.004480000119656324,1.95958390287433e-05,5,0.020840000361204147,0.11396100372076035,0.0396402008831501,0.02112000063061714,0.0371608362891836,5,0.11140000075101852,0.23547999560832977,0.14881640076637268,0.13712100684642792,0.04496062347666561,5,0.26360100507736206,0.28492099046707153,0.26958460211753843,0.2672800123691559,0.007804298182366232,5,0.00443999981507659,0.005840000230818987,0.004760000016540289,0.004480000119656324,0.0005431759633121177,5,0.00443999981507659,0.004639999940991402,0.00457600001245737,0.004600000102072954,6.974246546350452e-05,5,0.004480000119656324,0.004600000102072954,0.004536200035363436,0.004521000199019909,4.071556269508826e-05,5,0.004480000119656324,0.004600000102072954,0.004560000076889992,0.004600000102072954,5.059645969143114e-05,5,7168,128,1,16,8,9216,1,928,0,True,TORCH_SDPA_MLA,False,even,[928],928,928,928.0,928.0,928.0,0.0,0.0,0.0,576,128,64,192,512,128,928,928,0,928,928,928,False,0,928,928,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128,False,False,,,,,,,,,,
0.004519999958574772,0.004920000210404396,0.004639999940991402,0.004559999797493219,0.00014532734950504012,5,0.02452000044286251,0.09312000125646591,0.03855220042169094,0.024720000103116035,0.02728751147301608,5,0.04967999830842018,0.27052098512649536,0.0942561961710453,0.05040000006556511,0.08813286422573857,5,0.3964810073375702,0.43644100427627563,0.4063050031661987,0.39764100313186646,0.015274587466642333,5,0.00443999981507659,0.004639999940991402,0.0045439998619258406,0.004559999797493219,8.979983049944031e-05,5,0.00443999981507659,0.004559999797493219,0.004495999962091446,0.004480000119656324,4.079211969054e-05,5,0.00443999981507659,0.004519999958574772,0.004495999962091446,0.004519999958574772,3.200003411633561e-05,5,0.004480000119656324,0.004600000102072954,0.004543999955058098,0.004559999797493219,4.079211969054e-05,5,7168,128,1,16,8,9216,1,1344,0,True,TORCH_SDPA_MLA,False,even,[1344],1344,1344,1344.0,1344.0,1344.0,0.0,0.0,0.0,576,128,64,192,512,128,1344,1344,0,1344,1344,1344,False,0,1344,1344,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128,False,False,,,,,,,,,,
