time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_input_reshape.count,time_stats.attn_mla_kv_cache_save.min,time_stats.attn_mla_kv_cache_save.max,time_stats.attn_mla_kv_cache_save.mean,time_stats.attn_mla_kv_cache_save.median,time_stats.attn_mla_kv_cache_save.std,time_stats.attn_mla_kv_cache_save.count,time_stats.attn_mla_prefill_kv_up_proj.min,time_stats.attn_mla_prefill_kv_up_proj.max,time_stats.attn_mla_prefill_kv_up_proj.mean,time_stats.attn_mla_prefill_kv_up_proj.median,time_stats.attn_mla_prefill_kv_up_proj.std,time_stats.attn_mla_prefill_kv_up_proj.count,time_stats.attn_mla_prefill.min,time_stats.attn_mla_prefill.max,time_stats.attn_mla_prefill.mean,time_stats.attn_mla_prefill.median,time_stats.attn_mla_prefill.std,time_stats.attn_mla_prefill.count,time_stats.attn_mla_decode_q_latent_proj.min,time_stats.attn_mla_decode_q_latent_proj.max,time_stats.attn_mla_decode_q_latent_proj.mean,time_stats.attn_mla_decode_q_latent_proj.median,time_stats.attn_mla_decode_q_latent_proj.std,time_stats.attn_mla_decode_q_latent_proj.count,time_stats.attn_mla_decode.min,time_stats.attn_mla_decode.max,time_stats.attn_mla_decode.mean,time_stats.attn_mla_decode.median,time_stats.attn_mla_decode.std,time_stats.attn_mla_decode.count,time_stats.attn_mla_v_up_proj.min,time_stats.attn_mla_v_up_proj.max,time_stats.attn_mla_v_up_proj.mean,time_stats.attn_mla_v_up_proj.median,time_stats.attn_mla_v_up_proj.std,time_stats.attn_mla_v_up_proj.count,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,time_stats.attn_output_reshape.count,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,is_mixed_batch,mode,seq_lens,total_tokens,max_seq_len,min_seq_len,avg_seq_len,equal_seq_len,seq_len_variance,seq_len_std,seq_len_cv,head_size,qk_nope_head_dim,qk_rope_head_dim,qk_head_dim,kv_lora_rank,v_head_dim,batch_num_tokens,batch_num_prefill_tokens,batch_num_decode_tokens,max_seqlen_q,max_seqlen_k,num_actual_tokens,is_mla_profile_import,is_chunked_prefill_sample,chunk_start_token,chunk_end_token,total_prefill_tokens,profiling_precision,measurement_type,model_arch,model_architecture_profile,quant_signature
0.005797999911010265,0.010160000063478947,0.007327600009739399,0.007400000002235174,0.0015952552210809399,5,0.03232000023126602,0.07159999758005142,0.04266399964690208,0.03471999987959862,0.014687868341646605,5,0.0878399983048439,0.21639999747276306,0.11741599887609482,0.09291999787092209,0.049717290289340396,5,0.1469999998807907,0.21332000195980072,0.16531180143356322,0.15467999875545502,0.0244868604703986,5,0.00443999981507659,0.006320000160485506,0.004887999873608351,0.004559999797493219,0.0007215096694314354,5,0.004360000137239695,0.004600000102072954,0.0044639999978244305,0.00443999981507659,7.838369830487559e-05,5,0.004399999976158142,0.006039999891072512,0.004967999923974275,0.004559999797493219,0.0006371938030191328,5,0.00431999983265996,0.008999999612569809,0.0058559998869895935,0.005760000087320805,0.0016956602335863626,5,7168,128,1,16,1,4096,1,64,0,True,TORCH_SDPA_MLA,False,even,[64],64,64,64,64.0,64,0.0,0.0,0.0,576,128,64,192,512,128,64,64,0,64,64,64,False,False,0,64,64,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128
0.00431999983265996,0.007280000019818544,0.005704000033438206,0.005799999926239252,0.0009598667033078349,5,0.033399999141693115,0.0626399964094162,0.04227999821305275,0.035999998450279236,0.010823765599394778,5,0.09347999840974808,0.1316400021314621,0.1043837994337082,0.1003199964761734,0.013900421577091336,5,0.1451999992132187,0.1785999983549118,0.1610958009958267,0.16184000670909882,0.011074183784567987,5,0.00443999981507659,0.006440000142902136,0.0051520000211894516,0.0047599999234080315,0.0007429240430834523,5,0.00443999981507659,0.005520000122487545,0.004687999933958053,0.00443999981507659,0.00042059017131183075,5,0.004399999976158142,0.005400000140070915,0.004847999941557646,0.004559999797493219,0.0004228665051888483,5,0.005400000140070915,0.007000000216066837,0.005960000026971102,0.005799999926239252,0.0005791028409556048,5,7168,128,1,16,1,4096,1,64,64,True,TORCH_SDPA_MLA,False,even,[64],64,64,64,64.0,64,0.0,0.0,0.0,576,128,64,192,512,128,64,64,0,64,128,64,False,True,64,128,128,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128
0.00431999983265996,0.009239999577403069,0.006391999963670969,0.005840000230818987,0.001629409585998049,5,0.032839998602867126,0.06415999680757523,0.04179199859499931,0.03471999987959862,0.011762866832544334,5,0.08235999941825867,0.12319999933242798,0.09423199892044068,0.08563999831676483,0.015293468958385214,5,0.14508000016212463,0.1759590059518814,0.15704780220985412,0.15479999780654907,0.010551986026636241,5,0.004399999976158142,0.005919999908655882,0.004767999891191721,0.004519999958574772,0.0005787711176605614,5,0.004480000119656324,0.006519999820739031,0.005119999963790178,0.004559999797493219,0.0008107279919423111,5,0.004399999976158142,0.00559999980032444,0.004719999898225069,0.004559999797493219,0.00044613894869012467,5,0.00431999983265996,0.007400000002235174,0.006031799968332053,0.005760000087320805,0.0011439358172151053,5,7168,128,1,16,1,4096,1,32,0,True,TORCH_SDPA_MLA,False,even,[32],32,32,32,32.0,32,0.0,0.0,0.0,576,128,64,192,512,128,32,32,0,32,32,32,False,False,0,32,32,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128
0.004279999993741512,0.005799999926239252,0.0051599999889731405,0.0055599999614059925,0.0006918958840358479,5,0.03147999942302704,0.06207999959588051,0.039623799920082095,0.035440001636743546,0.011438558396076742,5,0.08711999654769897,0.1278800070285797,0.09964000135660171,0.09536000341176987,0.014719502721935486,5,0.14815999567508698,0.17467999458312988,0.15763179659843446,0.1568399965763092,0.009432392597872324,5,0.004399999976158142,0.006279999855905771,0.004999999888241291,0.004679999779909849,0.0006849233255354713,5,0.004399999976158142,0.005880000069737434,0.004983999952673912,0.004639999940991402,0.000574442398501151,5,0.004480000119656324,0.005840000230818987,0.005008000135421753,0.004480000119656324,0.0006471599703847667,5,0.004399999976158142,0.006839999929070473,0.0057680000551044944,0.005760000087320805,0.0007896936155815364,5,7168,128,1,16,1,4096,1,64,0,True,TORCH_SDPA_MLA,False,even,[64],64,64,64,64.0,64,0.0,0.0,0.0,576,128,64,192,512,128,64,64,0,64,64,64,False,False,0,64,64,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128
0.004279999993741512,0.005799999926239252,0.005487999971956014,0.005799999926239252,0.0006041986303431884,5,0.030880000442266464,0.06300000101327896,0.04051999971270561,0.0363599993288517,0.011449926292990149,5,0.08923999965190887,0.12907999753952026,0.10247199982404709,0.0931600034236908,0.015236993839841121,5,0.1478399932384491,0.1722400039434433,0.1571118026971817,0.1531600058078766,0.008828452383804863,5,0.004519999958574772,0.006279999855905771,0.0053760000504553315,0.005520000122487545,0.0007090726248158356,5,0.004519999958574772,0.006440000142902136,0.00532800005748868,0.005439999978989363,0.0006794822034971994,5,0.004399999976158142,0.006440000142902136,0.005047999974340201,0.004559999797493219,0.0007860382878539843,5,0.005280000157654285,0.007400000002235174,0.006216000020503998,0.005880000069737434,0.0007954268331330397,5,7168,128,1,16,1,4096,1,96,0,True,TORCH_SDPA_MLA,False,even,[96],96,96,96,96.0,96,0.0,0.0,0.0,576,128,64,192,512,128,96,96,0,96,96,96,False,False,0,96,96,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128
0.00443999981507659,0.006120000034570694,0.005591999925673008,0.005799999926239252,0.0005913510660236034,5,0.03488000109791756,0.060679998248815536,0.04230399951338768,0.03815999999642372,0.009398164185121674,5,0.004399999976158142,0.005960000213235617,0.005240000039339066,0.005400000140070915,0.0005548333433825026,5,0.004399999976158142,0.005840000230818987,0.004808000009506941,0.004559999797493219,0.0005296943505772179,5,0.039719998836517334,0.07791999727487564,0.049095798283815384,0.04235899820923805,0.01448258070913998,5,0.12476000189781189,0.15347999334335327,0.1334398001432419,0.1300390064716339,0.010306720441045667,5,0.03084000013768673,0.03920000046491623,0.0337200004607439,0.03319999948143959,0.0028769984856358106,5,0.004279999993741512,0.007280000019818544,0.005743999965488911,0.00571999978274107,0.0009504861976435676,5,7168,128,1,16,1,4096,1,0,0,False,TORCH_SDPA_MLA,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,576,128,64,192,512,128,1,0,1,1,1,1,False,False,0,0,0,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128
0.004399999976158142,0.005840000230818987,0.005256000068038702,0.005760000087320805,0.0006672211226385085,5,0.03420000150799751,0.0676800012588501,0.04316000044345856,0.03880000114440918,0.012492353199716769,5,0.004519999958574772,0.005439999978989363,0.004975999984890222,0.005160000175237656,0.0003688686101031213,5,0.004360000137239695,0.006320000160485506,0.0051680000498890875,0.005200000014156103,0.0007381707329945662,5,0.07308000326156616,0.10648000240325928,0.08052000254392624,0.07444000244140625,0.01300798515636224,5,0.228520005941391,0.2581599950790405,0.23783960044384003,0.2327589988708496,0.0107552938082727,5,0.05503999814391136,0.0623599998652935,0.05679999962449074,0.05552000179886818,0.0027992000770606764,5,0.004399999976158142,0.007199999876320362,0.005535999964922667,0.005799999926239252,0.0010414144371293642,5,7168,128,1,16,1,4096,2,0,0,False,TORCH_SDPA_MLA,False,even,"[1, 1]",2,1,1,1.0,1,0.0,0.0,0.0,576,128,64,192,512,128,2,0,2,1,1,2,False,False,0,0,0,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128
0.004399999976158142,0.005840000230818987,0.005520000029355288,0.005799999926239252,0.0005605711659427249,5,0.03488000109791756,0.05364000052213669,0.04061580002307892,0.03811899945139885,0.006927656250130025,5,0.00443999981507659,0.00535999983549118,0.004807999916374683,0.004559999797493219,0.0003906097765118467,5,0.00443999981507659,0.006320000160485506,0.00505599994212389,0.004639999940991402,0.0007113256113784618,5,0.03936000168323517,0.055560000240802765,0.045288000255823135,0.04543999955058098,0.005785742145507834,5,0.13223999738693237,0.15192000567913055,0.1379120022058487,0.1345600038766861,0.0073657562596645045,5,0.03036000020802021,0.04588000103831291,0.03522380031645298,0.03311999887228012,0.005466600903557808,5,0.005520000122487545,0.007799999788403511,0.006104000005871057,0.005799999926239252,0.0008573819573753306,5,7168,128,1,16,1,4096,1,0,32,False,TORCH_SDPA_MLA,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,576,128,64,192,512,128,1,0,1,1,33,1,False,False,0,0,0,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128
0.00443999981507659,0.005840000230818987,0.005432000104337931,0.005760000087320805,0.0005380856349950808,5,0.03400000184774399,0.07447999715805054,0.04359199926257133,0.03579999879002571,0.015495017990945884,5,0.004360000137239695,0.005679999943822622,0.00471199993044138,0.004519999958574772,0.0004888517101722383,5,0.004399999976158142,0.005880000069737434,0.004784000013023615,0.004559999797493219,0.0005522898064574828,5,0.06728000193834305,0.11215999722480774,0.07922400087118149,0.07175999879837036,0.016590802412937873,5,0.23316000401973724,0.26715999841690063,0.2461436003446579,0.24323900043964386,0.011737891174028882,5,0.05344000086188316,0.06080000102519989,0.056007999926805496,0.05463999882340431,0.0026227806199225685,5,0.00431999983265996,0.007519999984651804,0.005567999929189682,0.005760000087320805,0.0011602483160302237,5,7168,128,1,16,1,4096,2,0,32,False,TORCH_SDPA_MLA,False,even,"[1, 1]",2,1,1,1.0,1,0.0,0.0,0.0,576,128,64,192,512,128,2,0,2,1,33,2,False,False,0,0,0,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128
0.004399999976158142,0.007199999876320362,0.005799999926239252,0.005760000087320805,0.0008879639324102577,5,0.033080000430345535,0.06503999978303909,0.04265599995851517,0.03748000040650368,0.011883746047639783,5,0.004360000137239695,0.0055599999614059925,0.00521600004285574,0.005400000140070915,0.0004349528204100892,5,0.00443999981507659,0.005880000069737434,0.005143999960273505,0.00535999983549118,0.0005417601256025129,5,0.04211999848484993,0.08119899779558182,0.051399799436330794,0.04532000049948692,0.014987746291104944,5,0.1319199949502945,0.15591999888420105,0.13935999870300292,0.1364399939775467,0.008655874623108057,5,0.03235999867320061,0.0392800010740757,0.03471199944615364,0.032999999821186066,0.002742892422196955,5,0.004399999976158142,0.005880000069737434,0.0053600000217556955,0.005520000122487545,0.0005053315887337333,5,7168,128,1,16,1,4096,1,0,64,False,TORCH_SDPA_MLA,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,576,128,64,192,512,128,1,0,1,1,65,1,False,False,0,0,0,BF16,CUDA_EVENT,generic,generic,method=fp8|act=dynamic|serialized=True|block=128x128
